location,text,gpt_text
Panama,"'Martín Erasto Torrijos Espino ([marˈtin toˈrixos]; born July 18, 1963, in Chitré, Herrera) is a Panamanian politician and a former President of the Republic of '","[""'La MICA Biological Station is a biological field station near Parque Nacional General de División Omar Torrijos Herrera in El Copé, Coclé Province, Republic of '"", ""'The species was discovered in Omar Torrijos National Park in Coclé Province, '""]"
Paris,'Auriol is a display typeface created by George Auriol in 1901 for the G. Peignot et Fils foundry in ',"[""'Alexandre Brongniart (5 February 1770 – 7 October 1847) was a French chemist, mineralogist, and zoologist, who collaborated with Georges Cuvier on a study of the geology of the region around '"", ""'In 1815 he went with the expedition that restored the Kingdom of Naples to the House of Bourbon after the defeat of Joachim Murat, then returned to Paris as a secretary with Lord Castlereagh's embassy that drafted the 1815 Treaty of '"", ""'It was built between 1841 and 1843 in Saint-Denis at the direction of French prime minister Adolphe Thiers, and was part of an immense defensive belt comprising 17 detached forts and the Thiers Wall surrounding '"", ""'Le jugement de Midas (The Judgement of Midas) is a French comédie mêlée d'ariettes (a kind of opéra comique), in three acts by André Grétry first performed on 28 March 1778 in the apartments of Madame de Montesson at the Palais-Royal in '"", ""'He kept up correspondence with French informants, and in 1804 was politically embarrassed when some letters, revealing the plans of Charles Pichegru and Georges Cadoudal to mount an uprising on the left bank of the Rhine, were intercepted by the French government and circulated to foreign ministers in '"", ""'In other races, Jean Tiberi (RPR) succeeded Jacques Chirac as Mayor of '"", ""'Seeing the danger, Broussonet fled '"", ""'The production was dedicated to Gerard Mortier, Artistic Director of the National Opera of '"", ""'Hervé ([ɛʁve]), real name Louis Auguste Florimond Ronger, (30 June 1825 – 4 November 1892) was a French singer, composer, librettist, conductor and scene painter, whom Ernest Newman, following Reynaldo Hahn, credited with inventing the genre of operetta in '"", ""'Hachette has its headquarters in the 15th arrondissement of '"", ""'Louis Joseph Ernest Picard (24 December 1821 – 13 May 1877) was a French politician.He was born in '"", ""'The famous fashion designer Coco Chanel was an avid collector of Chinese folding screens, especially the Coromandel screens, and is believed to have owned 32 folding screens of which eight of them were housed in her apartment at 31 rue Cambon, '"", ""'Chanel and its current chief designer Karl Lagerfeld lent their support to the production; they granted access to the company's archives and to Coco Chanel's apartment at 31, rue Cambon, '"", ""'He was a pupil of William Darley and later of Paul Delaroche in '"", ""'He studied under the painters Paul Delaroche, Ingres and Drolling before establishing his own studio at 21 Quai Bourbon on the Île Saint-Louis, '"", ""'Antoine Coypel was born in '"", ""'Linse was educated in Marcelin Berthelot college (Saint-Maur-des-Fossés, France) and then he studied at Beaux-arts school in '"", ""'Serge Nigg (June 6, 1924 – November 12, 2008) was a French composer, born in '"", ""'During the siege of Paris he left the city in a balloon and joined Gambetta, for whom he organized a system of spies through which General Trochu was kept informed of the strength and disposition of the Prussians around '"", ""'The government, headed by General Louis Jules Trochu, was under Prussian siege in '"", ""'He attacked Maximilien de Robespierre on 9 thermidor, year II (27 July 1794) and demanded the arrest of Georges Couthon and Louis Antoine Léon de Saint-Just without accusing members of the Commune of '"", ""'On his death in 1992, Yves Rocard was interred in the Cimetière du Montparnasse in '"", ""'In 1951 he visited the artist Pablo Picasso in Vallauris, whom he eventually exhibited with at Galerie Daniel Malingue in '"", ""'It was painted in 1905 when Picasso was 24 years old, during his Rose Period, soon after he settled in the Montmartre section of '"", ""'In opposition to all schools he seems to end his work with a sketch.” Additionally, Guillaume Apollinaire, who wrote the program notes for Parade, described Picasso’s designs as “a kind of surrealism” (une sorte de surréalisme) three years before Surrealism developed as an art movement in '"", ""'An example of Picasso's Rose Period, painted in 1905-06 in '"", ""'From 1945 to 1949 the artist worked under the influence of Pablo Picasso, André Masson, Paul Klee and François Desnoyer, his professor at École nationale supérieure des arts décoratifs in '"", ""'Michel Sima, a pseudonym for Michał Smajewski, born on 20 May 1912 in Slonim (Poland, now Belarus) was a polish sculptor, photograph and ceramist best known for his photographic portraits of Picasso and of almost all the artists of the School of '"", '\'Picasso\'s career had been promising before 1901 and early in that year he was making ""a splash"" in \'', ""'It features the characters of Albert Einstein and Pablo Picasso, who meet at a bar called the Lapin Agile (Nimble Rabbit) in Montmartre, '"", '\'The group seems to have adopted the name ""Section d\'Or"" as both an homage to the mathematical harmony associated with Georges Seurat, and to distinguish themselves from the narrower style of Cubism developed in parallel by Pablo Picasso and Georges Braque in the Montmartre quarter of \'', ""'Firmin Didot (1764–1836) cut the letters, and cast them as type in '"", ""'In Paris he supported himself by giving harpsichord and singing lessons and taught musical composition to private pupils, while he gained a reputation through participating in Anne Danican Philidor's Concerts spirituels, the most prominent venue for secular concert music in '"", ""'The Musée Bouchard was a studio museum dedicated to sculptor Henri Bouchard (1875-1960), and located at 25, rue de l'Yvette, '"", ""'One of The Eight in Budapest, early 20th-century painters who were influential in introducing cubism, expressionism and Fauvism to Hungary, Orbán had been influenced by the paintings of Henri Matisse, Vincent van Gogh and Paul Cézanne, seen when he lived in '"", ""'The three works demonstrate a progression in Van Gogh's artistic style after his arrival in '"", ""'At the time the work was painted Van Gogh was readying himself to leave the Saint-Rémy asylum for the quiet town of Auvers-sur-Oise outside of '"", ""'He early distinguished himself at the École Centrale of Strassburg, and in 1803 entered the studio of Vincent at '"", ""'The Church at Auvers is an oil painting created by Dutch post-impressionist artist Vincent van Gogh in June 1890 which now hangs in the Musée d'Orsay in '"", ""'Georges Duhamel (June 30, 1884 – April 13, 1966) was a French author, born in '"", ""'Garat died on 1 March 1823 in '"", ""'For unknown reasons, Kalkbrenner left his position as Kapellmeister to Prince Henry of Prussia and went first to Naples and later on to '"", ""'Paul Huet (3 October 1803 – 8 January 1869) was a French painter and printmaker born in '"", ""'Opened in 1869, Parc Montsouris is one of the four large urban public parks, along with the Bois de Boulogne, the Bois de Vincennes and the Parc des Buttes Chaumont, created by Emperor Napoleon III and his Prefect of the Seine, Baron Haussmann, at each of the cardinal points of the compass around the city, in order to provide green space and recreation for the rapidly growing population of '"", ""'The station was opened on 4 August 1858 by Napoleon III who arrived on the imperial train from '"", ""'Georges-Eugène Haussmann, commonly known as Baron Haussmann ([ʒɔʁʒ øʒɛn (ba.ʁɔ̃) os.man], 27 March 1809 – 11 January 1891), was the Prefect of the Seine Department in France, who was chosen by the Emperor Napoleon III to carry out a massive program of new boulevards, parks and public works in Paris, commonly called Haussmann's renovation of '"", ""'When the Emperor Napoleon III brought Haussmann to Paris to be the new Prefect of the Seine Department, Haussmann summoned both Alphand and Barillet-Deschamps to '"", ""'Gabriel-Auguste Ancelet (21 December 1829 – 3 August 1895) was a French architect who undertook various projects for the Emperor Napoleon III, and later taught for many years at the École des Beaux-Arts in '"", ""'After Louis Napoleon's coup d'état of December 2, 1851, when he took a prominent part in the resistance in favour of the Second Republic, he retired from military and political life, though remaining in '"", '\'Descalzi is recognized for his oil lithograph of Governor Juan Manuel de Rosas, made in 1841, entitled ""Rosas, el Grande"", printed the following year by Lemercier of \'', ""'Assessments of the music has been mixed, but some modern critics share Gossec's view that Sabinus prefigures the revolution in operatic practice Christoph Willibald von Gluck would soon introduce to '"", ""'Laffitte died in '"", ""'Georges Darboy (16 January 1813 – 24 May 1871) was a French Catholic priest, later bishop of Nancy then archbishop of '"", ""'In 1829 he succeeded Louis Nicolas Vauquelin as director of the École de pharmacie in '"", ""'Camus was the daughter of Edmond Gustave Camus, also a botanist and was born in L'Isle-Adam, about 50 kilometres north of '"", ""'The Volpini Exhibition was an exhibition of paintings arranged by Paul Gauguin and his circle held at the Café des Arts on the Champ de Mars, not far from the official art pavilion of the 1889 Exposition universelle in '"", ""'Synthetist artists aimed to synthesize three features: In 1890, Maurice Denis summarized the goals for synthetism as, The term was first used in 1877 to distinguish between scientific and naturalistic impressionism, and in 1889 when Gauguin and Emile Schuffenecker organized an Exposition de peintures du groupe impressioniste et synthétiste in the Café Volpini at the Exposition Universelle in '"", ""'Gauguin's art became popular after his death, partially from the efforts of art dealer Ambroise Vollard, who organized exhibitions of his work late in his career, as well as assisting in organizing two important posthumous exhibitions in '"", ""'It was one of the works Gauguin exhibited at his 1893 Durand-Ruel exhibition in '"", ""'Bennett met Gurdjieff in Istanbul in October 1920 and later helped to co-ordinate the work of Gurdjieff in England after Gurdjieff's arrival in '"", ""'He studied the ideas and methods of G. I. Gurdjieff with P. D. Ouspensky, and when the latter died in 1947 he visited Gurdjieff himself in '"", ""'De la Motte was born and died in '"", '\'Toulouse-Lautrec was in fact an influence on Guinan; as a young man he saw the film ""Moulin Rouge"" and felt like Toulouse-Lautrec, the 19th-century French painter known for his portraits of night life in \'', ""'Mézeray succeeded Valentin Conrart as permanent secretary to the Académie française (1675), and died at '"", ""'In 1919 he was assigned to the laboratory of tuberculosis headed by Albert Calmette (1863-1933) at the Pasteur Institute in '"", ""'It is 'a very large building, the erection of which was begun in 1755 from plans by Pierre Contant d'Ivry, the architect who later created designs for the Church of La Madeleine in '"", ""'A famous portrait of Simon, painted by Charles Cottet in 1907, hangs in the Musée d'Orsay in '"", ""'Charles Cottet (1863–1925), French painter, was born at Le Puy-en-Velay and died in '"", ""'He married Lisette Blumenfeld (daughter of photographer Erwin Blumenfeld) in 1950 after meeting at a party in Brâncuși's studio in the Passage Ronsin, '"", ""'Jean-Louis Barrault is buried with his wife Madeleine Renaud in the Passy Cemetery in '"", ""'Dietmar Feichtinger (born 18 November 1961 in Bruck an der Mur) is an Austrian architect established since 1989 in '"", ""'Val's Mystery (original: French: Le Mystère de Saint-Val) is a 1945 black and white French comedy film starring Fernandel directed by René Le Hénaff, Shot during the winter of 1944-1945 in the studios of Boulogne, this was the Fernandel's first film following the liberation of '"", ""'In 1980 he had a solo exhibition at Galerie Claude Bernard, '"", ""'Morales' work was exhibited at seven major shows from 1984 to 2000 at the Galerie Claude Bernard, a prominent gallery in '"", ""'He described Lemierre's syndrome in 1936 while working as a bacteriologist in the Claude Bernard Hospital in '"", ""'In 1995 the artist created frescos for the subway station Champs-Elysées Clémenceau in '"", ""'Berthar and Theuderic III withdrew themselves to '"", ""'The Musée Français de la Carte à Jouer is a museum of playing cards located at 16, rue Auguste Gervais, Issy-les-Moulineaux, a suburb of '"", ""'Next, one would find him in Harry's Bar in Venice, or at a Max Ernst opening in '"", ""'With Joseph Babinski (1857-1932) and others, he was a founding member of the Societé de Neurologie de '"", ""'In July he was imprisoned on the charge of supporting the federalist movement at Caen, and of complicity with Charlotte Corday, whom he had taken to see a sitting of the Convention on her arrival in '"", ""'It is known that the artist also collaborated with the equally active Bedford Master in '"", ""'1410-1430); some of its miniatures (including the portraits of the Duke and Duchess of Bedford) have been attributed to the Bedford Master and his workshop in '"", ""'It was created in 1983 by sculptors Jean Tinguely and Niki de Saint Phalle, and is located on Place Stravinsky, next to the Centre Pompidou, in '"", ""'Fredegund died 8 December 597 in '"", ""'Ladies Almanack, or Ladies Almanack: showing their Signs and their Tides; their Moons and their Changes; the Seasons as it is with them; their Eclipses and Equinoxes; as well as a full Record of diurnal and nocturnal Distempers, written & illustrated by a lady of fashion, written by Djuna Barnes in 1928, is a roman à clef about a predominantly lesbian social circle centering on Natalie Clifford Barney's salon in '"", ""'Natalie Clifford Barney (October 31, 1876 – February 2, 1972) was an American playwright, poet and novelist who lived as an expatriate in '"", ""'Joseph Bologne, Chevalier de Saint-Georges (December 25, 1745 – June 10, 1799) was a champion fencer, a virtuoso violinist and conductor of the leading symphony orchestra in '""]"
Perth,"'Jack Wong Sue （黃如彩）OAM, DCM, JP (12 September 1925 – 16 November 2009), also known as Jack Sue, was a Chinese Australian from '","[""'Cristian Alexanda is an Australian R&B singer from '""]"
Philadelphia,'From 1904 to 1912 she studied with Charles Grafly at the Pennsylvania Academy of the Fine Arts in ',"[""'James Forten (September 2, 1766 – March 4, 1842) was an African-American abolitionist and wealthy businessman in '"", ""'William Joseph Mosconi (/mɒsˈkoʊni/; June 27, 1913 – September 17, 1993), generally known as Willie Mosconi, was an American professional pool (pocket billiards) player from '"", ""'The mixtape was produced by the two artists at Diplo's home studio in '"", ""'Octavius Valentine Catto (February 22, 1839 – October 10, 1871) was a black educator, intellectual, and civil rights activist in '"", ""'Joseph Clay was born in '"", ""'Peale was the son of painter Charles Willson Peale, and was born in the museum of curiosities that his father ran in '"", ""'It is a concept album, telling the story of a man (The Pilgrim) from Marty Stuart's hometown of '"", ""'Tyree Cinque Simmons (born April 22, 1978), professionally known as DJ Drama, is an American disc jockey (DJ) and record executive from '"", ""'Thomas Willing was born in Philadelphia, the son of Charles Willing, who twice served as mayor of Philadelphia, and Anne Shippen, granddaughter of Edward Shippen, who was the second mayor of '"", ""'Glenn was born in Wachapreague, Virginia, and was signed by hall-of-famer Oscar Charleston right out of John Bartram High School in '"", ""'The concept of the Hayflick limit was advanced by American anatomist Leonard Hayflick in 1961, at the Wistar Institute in '"", ""'It tells the rags to riches American Dream story of Rocky Balboa, an uneducated but kind-hearted working class Italian-American boxer working as a debt collector for a loan shark in the slums of '""]"
Philippines,"'Jose Vicente P. Mapa III, who is better known by his screen name Jao Mapa (born February 11, 1976), is a popular actor in the '","[""'Luz Banzon-Magsaysay (July 25, 1915 – August 17, 2004) was the wife of Philippine President Ramon Magsaysay and the seventh First Lady of the '"", ""'The University of the East - Ramon Magsaysay Memorial Medical Center (UERMMMC or UERM) is a university in Quezon City, '"", ""'Ramon Magsaysay High School (RMHS) is a high school in Manila, '"", ""'Ramon Magsaysay (Cubao) High School (RMCHS) is a high school in Quezon City, '"", ""'The School of Our Lady of Atocha (Filipino: Paaralan ng Birhen ng Atocha) commonly known as SOLA, is a non-stock and non-profit Catholic school located in Magsaysay, Alicia, Isabela, '"", ""'President Ramon Magsaysay Boulevard, simply known Magsaysay Boulevard, is the principal artery of Santa Mesa in Manila, '"", ""'Magsaysay is a third class municipality in the province of Occidental Mindoro, '"", ""'Ramon Magsaysay is a fourth class municipality in the province of Zamboanga del Sur, '"", ""'Magsaysay is a third class municipality in the province of Davao del Sur, '"", ""'Magsaysay is a fifth class municipality in the province of Lanao del Norte, '"", ""'Magsaysay is a fifth class municipality in the province of Palawan, '"", ""'Magsaysay (Linugos) is a fourth class municipality in the province of Misamis Oriental, '"", ""'The College is especially proud of Ramon Magsaysay who graduated with a bachelor's degree in 1933 and who subsequently became the 7th President of the '"", ""'Ning Legaspi Cabagnot, complete name Phoebe Clarice Legaspi Cabagnot, born on 6 October in 1978, is a female Filipino politician and an incumbent Sangguniang Panlalawigan Member (Provincial Board Member) of the Western District of the Province of Aklan, '"", ""'Andrea Nicole Guck Eigenmann, best known as Andi Eigenmann, is a Filipina actress and model in the '"", ""'Gary Jason B. Ejercito, better known as Gary Estrada, (born May 16, 1971) is a prolific television and movie actor in the '"", ""'Amparo Muñoz of Spain crowned by Margarita Moran of the '"", ""'In July Jones competed in the Miss Universe 1973 pageant in Athens, Greece where she placed 1st runner-up to Margarita Moran of the '"", ""'Arnold Clavio (born November 2, 1965 in Tondo, Manila), also called Igan, is a radio and television newscaster, journalist, and television host in the '""]"
Pittsburgh,"'Leonardo Balada Ibáñez (born September 22, 1933, in Barcelona, Catalonia, Spain), is a Spanish American composer, now teaching and composing in '","[""'Elegy for Sam Emerson is a novel by the American writer Hilary Masters set in pre-9/11 '"", ""'Home Is the Exile is a novel by the American writer Hilary Masters set in 1990s '""]"
Poland,"'Kubicki is a Polish locational surname, which originally meant a person from Kubice in '","[""'The HERTI airframe is based on a motor glider designed by Jaroslaw Janowski of J&AS Aero Design, '"", ""'Janowski was born in Grudziądz, '"", ""'An investor specializing in the new technology sector, he is also the son of Jan Kulczyk, an international businessman ranked by Forbes as the richest man in '"", '\'He married Agnese Petrucci and had seven sons including Celso Sozzini, Lelio Sozzini, and Alessandro Sozzini, who died young, but was father of Fausto Sozzini, became the figurehead of the Unitarian ""Socinian"" movement in \'']"
Ponce,'The Ciudad Deportiva Millito Navarro (Millito Navarro Sports City) is a multi-sport complex currently under construction in ',"[""'Instituto de Música Juan Morel Campos (English: Juan Morel Campos Music Institute), formerly known as Escuela Libre de Música de Ponce (English: Ponce Free School of Music), is a musical arts institution in '""]"
Prague,"'He was a son of the famous Gothic architect Peter Parler, who built the Saint Vitus Cathedral and Charles Bridge in '","[""'The march is usually opened by a Mass celebrated by Dominik Duka, Cardinal-Archbishop of '"", ""'Tadeáš Hájek was in frequent scientific correspondence with the recognized astronomer Tycho Brahe (1546–1601) and played an important role in persuading Rudolph II to invite Brahe (and later Kepler) to '"", ""'It is named after the Austrian physicist Christian Doppler, who proposed it in 1842 in '"", ""'Bartholomeus Spranger (name variations: Bartholomaeus or Bartholomäus and Spraneers; 21 March 1546 in Antwerp – 1611 in Prague) was a Flemish painter, draughtsman, sculptor and etcher who became a painter to the imperial court in '"", ""'He also designed a monument to Czech composer Karel Bendl which stands in Bubeneč, in the northwest sections of '"", ""'Although he had received the training of an engineer, his first appointment was that of tutor to the duc de Bordeaux (afterwards known as the comte de Chambord), grandson of Charles X, and when the king abdicated in 1830, Barrande accompanied the royal exiles to England and Scotland, and afterwards to '"", ""'Dominicus Custos (1560–1612) was a Flemish artist, printer and copperplate engraver, who worked in the service of Emperor Rudolph II in '""]"
Qatar,'The swap was brokered by the Tamim bin Hamad Al Thani Emir of ',"[""'Sheikh Tamim bin Hamad Al Thani (Arabic: تميم بن حمد ال ثاني ; born 3 June 1980) is the eighth and current Ameer (Prince) of the State of '"", ""'Hamad bin Khalifa Stadium, also known as Al Ahli SC Stadium, is a multi-purpose stadium in Doha, '"", ""'It was reported that the buyer was Hamad bin Khalifa Al Thani, the Emir of '"", ""'Her new job is to work as an international relations advisor to Emir Hamad bin Khalifa Al Thani of '"", ""'It was formally created on December 7, 2007 by Sheikh Hamad bin Khalifa Al Thani, the Emir of Qatar, and opened in October 2008 in Doha, '"", ""'His brother, Khalifa bin Hamad Al Thani, was the emir of '"", ""'He arrived in Doha on 22 August, 2012 and presented his credentials on 25th September, 2012 to His Highness Sheikh Tamim bin Hamad Al Thani, the then Deputy Emir and Heir Apparent and the current Emir of '"", ""'Jassim bin Hamad bin Khalifa Al Thani (born 25 August 1978) is the former heir apparent of '"", ""'The festivals were organised by the Doha Film Institute (DFI), which was founded by Al-Mayassa bint Hamad bin Khalifa Al-Thani which implements, consolidates and oversees film initiatives in '"", ""'He is the world's third-youngest reigning monarch, after King Jigme Khesar Namgyel Wangchuck of Bhutan and Sheikh Tamim bin Hamad Al Thani of '"", ""'Sheikh Abdullah bin Hamad bin Khalifa Al Thani (born 9 February 1988) is the Deputy Emir of the State of Qatar and designated successor to Emir of '"", ""'Albert II was the fourth monarch to abdicate in 2013, following Pope Benedict XVI, Queen Beatrix of the Netherlands, and Emir Hamad bin Khalifa of '""]"
Rome,"'In 1597 Charles III, duke of Lorraine asked Pope Clement VIII for the dismemberment of the See of Toul and the creation of a see at Nancy; this failed through the opposition of Arnaud d'Ossat, Henry's ambassador at '","[""'Maria Pia Garavaglia (born 10 August 1947 in Cuggiono) is an Italian politician, former Italian Minister of Health during the Carlo Azeglio Ciampi government and former Deputy Mayor of '"", ""'Born in Ferrara, he trained under Giovanni Lanfranco, and followed his master to Naples and '"", ""'Naples was in fact a lively artistic center, dominated by the presence of such artists as Jusepe de Ribera, Domenichino and Giovanni Lanfranco; the latter artists had come from '"", ""'Among many other works, Correggio's Assumption inspired Carlo Cignani for his fresco Assumption of the Virgin, in the cathedral church of Forlì; and Giovanni Lanfranco's fresco of the dome in the church of Sant'Andrea della Valle in '"", ""'In 1899 Granito Pignatelli di Belmonte was appointed Titular Archbishop of Edessa, consecrated by Mariano Rampolla, Cardinal Secretary of State, in '"", ""'He was consecrated on February 24, 1889 by Cardinal Mariano Rampolla in the Basilica of Sant'Agostino in '"", ""'He travelled in 1951 to have further studies with Goffredo Petrassi in '"", ""'The New Venice School is a movement in contemporary music in Venice from the 1970s to the present, made up of composers directly influenced from teachings at the Venice Conservatory (Conservatorio Benedetto Marcello) of the distinguished composer and pedagogue Baron Ernesto Rubin de Cervin (Albrizzi) (born 1936), who studied under Luigi Dallapiccola in Florence and Goffredo Petrassi in '"", ""'Antipope Eulalius (died 423) was antipope from December 418 to April 419, in opposition to Pope Boniface I. At first the claims of Eulalius as the rightful Pope were recognized by the Emperor Honorius, who sent a letter dated 3 January 419 recognizing him and pardoning the partisans of Boniface provided they left '"", ""'Since 2005 it has been headquartered at the Renzo Piano designed Parco della Musica in '"", ""'Giolitti is a well-known café and pastry shop, and the oldest ice cream parlor in '"", ""'In 1448, Pope Nicholas V appointed Andrew II as Archbishop of Antivari in '"", ""'The faction was launched by Rutelli in June 2009 during a convention in '"", ""'Picco acknowledges the help of Giovanni Battista Grassi then Professor in '"", ""'A keen young naturalist, he became assistant to Giovanni Battista Grassi (1854–1925), Director of the Institute of Anatomical Research of the University of '"", ""'Pier Francesco Mola, called Il Ticinese (9 February 1612 – 13 May 1666) was an Italian painter of the High Baroque, mainly active around '"", ""'Alois Hudal (also known as Luigi Hudal; 31 May 1885 – 13 May 1963) was an Austrian titular bishop in the Roman Catholic church, based in '"", ""'Campiglia's contributions were published in 1734, which induced Pope Clement XII to bring him to '"", ""'Cosimo Fancelli (c.1620 – 3 April 1688) was an Italian sculptor of the Baroque period, active mainly in '"", ""'[citation needed] Giuseppe Baini died in May 1844 at '"", ""'Hasekura Tsunenaga (1571–1622), the retainer of the famous Japanese feudal lord Date Masamune who founded the city of Sendai, made a stop at Acapulco after he crossed the Pacific Ocean on his way to '"", ""'Hasekura and the embassy went on to Europe, eventually reaching '"", ""'Work was halted on Bramante's majestic Palazzo dei Tribunali, which was to have assembled under one roof all the judicature of '"", ""'It was built between 1489–1513 by Donato Bramante (1444–1514) as a palace for Cardinal Raffaele Riario, Camerlengo of the Holy Roman Church, and is regarded as the earliest Renaissance palace in '"", ""'Bramante (1444–1514) used the composite order in the second order of the cloister of Santa Maria della Pace, '"", ""'Pupienus was sent at the head of an army to face Maximinus, and Balbinus stayed in '"", ""'Paul Bril (1554 in Antwerp - 7 October 1626 in Rome) was a Flemish painter principally of landscapes who spent most of his active career in '"", ""'Giovanni Battista Ricci (Novara, circa 1537 – Rome, 1627) was an Italian painter of the late-Mannerist and early-Baroque period, active mainly in '"", ""'Greppi also worked with Giovanni Battista Ricci in the decoration of the Castellani chapel in San Francesco a Ripa, '"", ""'Placido Costanzi was born in 1702 to a family of gem-makers in '"", ""'Gaetano Moroni was an Italian writer on the history and contemporary structure of the Catholic Church and an official of the papal court in '"", ""'The Centre is housed by the Doria Pamphilj family in Palazzo Doria Pamphilj, Piazza del Collegio Romano in historic '"", ""'Pope Gregory XVI made him assistant judge in the Civil Court of '"", ""'Fiumicino – Leonardo da Vinci International Airport (Italian: Fiumicino – Aeroporto Internazionale Leonardo da Vinci) (IATA: FCO, ICAO: LIRF) or Rome Fiumicino Airport, also simply known as Fiumicino Airport, is a major international airport in '"", ""'1480) is an unfinished painting by Leonardo da Vinci, now in the Vatican Museums, '"", ""'Its main base was Leonardo da Vinci-Fiumicino International Airport, '"", ""'Born in Carmona, Spain, he studied under Eduardo Cano de la Peña at the Museum of Fine Arts of Seville, where he won the Rome Prize three times, allowing him to study in '"", ""'It was written in 1960 and first presented on stage that same year by Eduardo himself, at the Quirino theatre in '"", ""'The dramatic pose is based on a composition by Michelangelo, who was in his late seventies when Giambologna met him in '"", ""'Sistina is an all-capitals titling font intended as a heavy supplement to Michelangelo Titling, based on inscriptional capitals in '"", ""'Together with Michelangelo's ceiling frescoes in the Sistine Chapel, they are the grand fresco sequences that mark the High Renaissance in '"", ""'According to Vasari, Michelangelo made the Florence Pietà to decorate his tomb in Santa Maria Maggiore in '"", ""'Raffaele Sansoni Galeoti Riario (May 3, 1461 – July 9, 1521) was an Italian Cardinal of the Renaissance, mainly known as the constructor of the Palazzo della Cancelleria and the person who invited Michelangelo to '"", ""'Famous members of the family include Clemente Busiri Vici (1887-1965), who designed churches for Pope Pius XI such Gran Madre di Dio and San Roberto Bellarmino, both in '"", ""'In 1993 he received the Castriota Scanderbeg award for his activities during World War II In 1999 he was decorated with the medal National Cavalier of Italy by Massimo D'Alema at a ceremony that took place in '"", ""'She was born in Vercelli and studied piano with Giovanni Sgambati and composition with Alessandro Parisotti at the Conservatory in '"", ""'Gianfrancesco Ginetti was created cardinal deacon in the consistory of September 1, 1681, under Pope Innocent XI; on September 22 he received the deaconry of S. Maria della Scala in '"", ""'On the morning of 16 March 1978, the day on which the new cabinet led by Giulio Andreotti was supposed to have undergone a confidence vote in the Italian Parliament, the car of Aldo Moro, former prime minister and then president of Christian Democracy (Italian: Democrazia Cristiana, or DC, Italy's relative majority party at the time), was assaulted by a group of Red Brigades (Italian: Brigate Rosse, or BR) terrorists in Via Fani in '"", ""'He was a pupil of Luca Signorelli, and aided Giulio Romano at '""]"
Rotterdam,"'He also painted the occasional portrait, making his international mark with portraits of the humanist Desiderius Erasmus of '","[""'He produced the occasional portrait, and made his international mark with portraits of the famous humanist Desiderius Erasmus of '"", ""'It also contains work by Erasmus of '"", ""'Celebrated as one of the most important representatives of the Polish Renaissance, he studied in Italy, was part of the court of the nobleman and bishop Jan Lubrański, and had contacts with many of the enlightened minds of Europe, including Erasmus of '""]"
Russia,"'Hatcher gained notoriety in August 2009 after the Russian tabloid Komsomolskaya Pravda, a newspaper which Russian intelligence expert Andrei Soldatov ties to the Federal Security Services (FSB) of the Russian Federation, showed a fake video of him while accusing him of being an undercover CIA agent in '","[""'He replaced Governor Pavel Ipatov who has resigned on March 23, 2012 according to the Decree of the President of the '"", ""'Wotherspoon broke the 500 m world record on three occasions, and his last record was broken in November 2015 by Pavel Kulizhnikov of '"", ""'Motylev finished second, behind Ian Nepomniachtchi, in the Aeroflot Open 2008.In June 2009, he won the 10th Poikovsky Karpov tournament (category 18, 2694) in Poikovsky, '""]"
Rutherford,"'The William Carlos Williams Center is a private, not for profit performing arts and cinema complex located in downtown '","[""'When the New Jersey State Legislature created the laureate position, the bill provided specifically for the creation of an award named in honor of twentieth-century poet and physician William Carlos Williams (1883–1963) who resided in '""]"
Sacramento,"'J. C. Tran (born Justin Cuong Van Tran January 20, 1977 in Vietnam) is a Vietnamese-American professional poker player, based in '","[""'Kevin Seconds (born Kevin Marvelli; March 24, 1961) is an American singer/songwriter/musician, born in '""]"
Salzburg,"'Reinhard Goebel ([ˈɡøːbəl]; born 31 July 1952 in Siegen, West Germany) is a German conductor and violinist specialising in early music on authentic instruments and professor for historical performance at the Mozarteum in '","[""'It was here that Mozart encountered them again (and was rejected by Aloysia), during his journey homeward to '""]"
Senegal,"'Lat Dior Ngoné Latyr Diop (1842–1886), son of Sakhéwère Sokhna Mbaye and the Linguère royal Ngoné Latyr Fall, was a 19th-century Damel (king) of Cayor, a Wolof state that is today in south central '","[""'Prior to teaching at Columbia, he taught at the University of Michigan and before that at Cheikh Anta Diop University in Dakar, '"", ""'Cheikh Anta Diop University (French: Université Cheikh Anta Diop or UCAD), also known as the University of Dakar, is a university in Dakar, '"", ""'The only non-American player selected in the 2009 NBA Development League Expansion Draft was Malick Badiane of '""]"
Siena,"'He should not be confused with Pietro di Giovanni D'Ambrogio, the brother of the Siennese painter Vecchietta in '","[""'Pietro Andrea Gregorio Mattioli (Matthiolus) ([ˈpjɛːtro anˈdrɛːa ɡreˈɡɔːrjo matˈtjɔːli]; 12 March 1501 – 1577) was a doctor and naturalist born in '""]"
